ref,contact_email,enrolled_on,plan_tier,referral_code,opt_in
SGN-6-000356,kakiva45@arcline.io,23-06-2024,scale,MSP4YTPJ,no
SGN-6-000357,danomo71@arcline.io,12-06-2024,starter,,no
SGN-6-000358,naveze72@intranet,12-11-2024,starter,0KHJGKGE,no
SGN-6-000359,depuna43@arcline.io,20-03-2024,growth,KESQFI62,no
SGN-6-000360,vofaro18@eastwind.co,03-10-2024,scale,3EKZ3CC1,yes
SGN-6-000361,bokale98@brightmail.dev,02-04-2025,scale,0AW4NCQK,no
SGN-6-000362,cufaco42@corvus.org,21-07-2024,starter,S9WHL637,no
SGN-6-000363,butuci72@corvus.org,21-10-2025,growth,,yes
SGN-6-000364,sucave42@brightmail.dev,16-02-2025,growth,,yes
SGN-6-000365,govila70@eastwind.co,02-08-2025,starter,OQKYPHII,no
SGN-6-000366,gubuce93@intranet,06-04-2025,growth,88Q2M5KG,yes
SGN-6-000367,cokati31@arcline.io,15-09-2025,growth,KT5GT5VX,yes
SGN-6-000368,kebumo55@eastwind.co,16-02-2025,scale,X6G6ULH5,no
SGN-6-000369,zolera30@arcline.io,09-07-2024,scale,,yes
SGN-6-000370,gabube21@brightmail.dev,04-04-2024,growth,9D5VOEDD,yes
SGN-6-000371,nozifu29@intranet,03-11-2025,starter,,yes
SGN-6-000372,nereba64@corvus.org,16-03-2024,starter,,no
SGN-6-000373,losica25@corvus.org,14-12-2025,growth,,no
SGN-6-000374,zetava20@delta-post.net,08-06-2025,scale,UHPPF0GO,no
SGN-6-000375,soliki75@arcline.io,20-06-2024,scale,SNQSO4SY,no
SGN-6-000376,tivafe98@corvus.org,25-10-2024,growth,4X4A843X,yes
SGN-6-000377,mikifi84@arcline.io,03-09-2025,scale,M0Z8KHR0,yes
SGN-6-000378,rigabu18@corvus.org,09-12-2025,scale,C598QTR9,no
SGN-6-000379,cufiko15@eastwind.co,17-08-2024,scale,3A8L1HJZ,yes
SGN-6-000380,gopike78@corvus.org,24-02-2024,starter,EPSHS2WQ,no
SGN-6-000381,pakovu53@delta-post.net,14-06-2024,scale,HCHM6UDA,no
SGN-6-000382,gegibo95@intranet,05-04-2024,growth,B6GLERN2,yes
SGN-6-000383,kusoka40@corvus.org,19-11-2024,scale,P9AQW39R,yes
SGN-6-000384,tudevi83@arcline.io,06-11-2025,scale,KT456ACO,no
,vovami13@eastwind.co,27-08-2025,growth,,yes
SGN-6-000386,lanube21@eastwind.co,17-12-2024,scale,,no
SGN-6-000387,foriba98@brightmail.dev,21-02-2025,growth,S5SBYYW2,no
SGN-6-000388,vifeki78@delta-post.net,22-09-2025,growth,NDHU2G45,no
SGN-6-000389,faciri86@brightmail.dev,23-12-2025,scale,,yes
SGN-6-000390,vunemo90@corvus.org,21-11-2025,starter,61VGSRVK,no
SGN-6-000391,kizeco41@arcline.io,19-07-2024,starter,,yes
SGN-6-000392,feboku28@arcline.io,25-02-2025,scale,,yes
SGN-6-000393,bikiku90@brightmail.dev,06-10-2025,growth,AP2H8CZ0,no
SGN-6-000394,decege64@brightmail.dev,15-06-2024,scale,,no
SGN-6-000395,mazunu97@arcline.io,09-06-2025,scale,6L85W8MQ,no
SGN-6-000396,valize28@brightmail.dev,17-10-2024,growth,,no
SGN-6-000397,pigadi51@arcline.io,13-06-2025,starter,LZH094LX,yes
SGN-6-000398,zesubo22@delta-post.net,20-11-2025,growth,BMHVHHYO,yes
SGN-6-000399,veviti44@delta-post.net,27-02-2025,scale,QYFJNCTS,no
SGN-6-000400,vabumo84@corvus.org,03-11-2025,growth,,no
SGN-6-000401,casale15@eastwind.co,23-08-2025,scale,CYFOGNW1,no
SGN-6-000402,kidage80@eastwind.co,04-01-2024,growth,,yes
SGN-6-000403,zivafo42@eastwind.co,12-11-2024,starter,4XNBYFC7,yes
SGN-6-000404,kolega57@brightmail.dev,22-05-2025,starter,,yes
SGN-6-000405,busune54@corvus.org,25-03-2024,growth,,yes
SGN-6-000406,defema11@corvus.org,13-06-2024,scale,6ATSZQMZ,yes
SGN-6-000407,zofacu62@eastwind.co,22-06-2025,scale,Y1ZL7HSY,no
SGN-6-000408,nunoku37@delta-post.net,06-08-2025,growth,,no
SGN-6-000409,sativo52@brightmail.dev,17-12-2025,starter,,yes
SGN-6-000410,rocoza47@delta-post.net,05-10-2025,starter,O5ATDHWO,no
SGN-6-000411,bidoko27@brightmail.dev,08-02-2025,starter,C12AIJ3D,no
SGN-6-000412,riguko38@arcline.io,04-04-2025,starter,,yes
SGN-6-000413,beveni49@brightmail.dev,08-10-2025,scale,R18OBWR7,no
SGN-6-000414,ficasa76@delta-post.net,23-04-2025,starter,,yes
SGN-6-000415,sovudo11@delta-post.net,15-05-2025,starter,HLDYM84E,yes
SGN-6-000416,tafane35@brightmail.dev,21-06-2025,starter,X0BIV3XV,yes
SGN-6-000417,zerabo51@eastwind.co,24-05-2024,growth,O80SQ6SF,yes
SGN-6-000418,zumabu16@eastwind.co,27-02-2025,scale,,yes
SGN-6-000419,gikisu40@eastwind.co,08-10-2025,starter,52UAS85F,no
SGN-6-000420,vefepi78@brightmail.dev,04-11-2025,growth,,yes
SGN-6-000421,loseri89@brightmail.dev,06-02-2025,starter,,yes
SGN-6-000422,vesape33@delta-post.net,12-09-2024,growth,,no
SGN-6-000423,zerufo62@eastwind.co,11-02-2025,starter,TNEN5ABB,yes
SGN-6-000424,maforo82@eastwind.co,05-04-2024,starter,FNMWRWEO,no
SGN-6-000425,ladote51@brightmail.dev,07-02-2025,scale,WWFIKMF0,yes
SGN-6-000426,@brightmail.dev,26-12-2024,growth,,yes
SGN-6-000427,ladani46@eastwind.co,23-08-2024,starter,O1BRYFYS,no
SGN-6-000428,focuzu16@corvus.org,16-09-2024,starter,1CV102SH,no
SGN-6-000429,darela65@brightmail.dev,22-12-2025,starter,,yes
SGN-6-000430,kulete80@delta-post.net,19-10-2024,scale,C2U31325,no
SGN-6-000431,boradu19@delta-post.net,01-07-2024,scale,,yes
SGN-6-000432,gotako65@delta-post.net,15-01-2025,scale,,yes
,todagi56@arcline.io,24-05-2025,growth,BCH3RH65,yes
SGN-6-000434,kiguke13@arcline.io,07-05-2025,scale,,yes
SGN-6-000435,vufesi73@brightmail.dev,12-10-2025,scale,GBX67WQG,yes
SGN-6-000436,tadumu33@brightmail.dev,25-06-2025,starter,DMHBMZ0Y,yes
SGN-6-000437,lutavu92@brightmail.dev,01-12-2024,growth,,no
SGN-6-000438,zedaru61@eastwind.co,19-12-2025,scale,96FAMFQY,no
SGN-6-000439,bobili48@brightmail.dev,19-02-2025,scale,,yes
SGN-6-000440,rumuzi54@brightmail.dev,27-05-2025,starter,,yes
SGN-6-000441,nuzaki72@corvus.org,10-11-2024,growth,,yes
SGN-6-000442,kovogu87@delta-post.net,03-07-2025,starter,,no
SGN-6-000443,murufa27@delta-post.net,07-02-2024,growth,,yes
SGN-6-000444,nibeli72@delta-post.net,19-05-2025,growth,,no
SGN-6-000445,lotuda73@corvus.org,23-07-2024,scale,,no
SGN-6-000446,rotopi23@brightmail.dev,15-01-2025,growth,,no
SGN-6-000447,falagu74@arcline.io,12-06-2024,growth,X66TRU3D,no
SGN-6-000448,bidebi99@corvus.org,23-03-2024,growth,,no
SGN-6-000449,vanofa89@brightmail.dev,09-09-2025,starter,G8HUVJ3Z,yes
SGN-6-000450,maface83@arcline.io,04-09-2025,scale,PLIWGPTY,no
SGN-6-000451,tupuka44@brightmail.dev,16-10-2025,growth,1ENJYICN,no
SGN-6-000452,cinuga13@brightmail.dev,05-01-2025,starter,,yes
SGN-6-000453,feneri87@arcline.io,02-11-2025,growth,A3A7HTKM,yes
SGN-6-000454,vifoda63@corvus.org,01-07-2025,scale,IOZS7ZMU,no
SGN-6-000455,cotuki87@brightmail.dev,03-03-2024,growth,BD4EE2AD,no
SGN-6-000456,fikeci52@brightmail.dev,21-06-2024,starter,BNQ4OARG,no
SGN-6-000457,magare85@delta-post.net,21-04-2024,growth,,yes
SGN-6-000458,vokusa46@delta-post.net,20-06-2025,growth,,yes
SGN-6-000459,pabeze45@corvus.org,08-10-2024,scale,KSZTIG4K,yes
SGN-6-000460,mogama68@brightmail.dev,23-01-2024,scale,BO86PYJO,yes
SGN-6-000461,tepoku53@delta-post.net,12-12-2024,growth,,no
SGN-6-000462,vicosi90@eastwind.co,02-03-2025,scale,,no
SGN-6-000463,mamogo64@delta-post.net,14-12-2024,starter,,no
SGN-6-000464,vatuto92@corvus.org,08-10-2025,growth,Q5D1ZJES,no
SGN-6-000465,seceve61@arcline.io,03-07-2024,starter,,yes
SGN-6-000466,rizope86@corvus.org,01-01-2024,growth,5KPA8YJH,yes
SGN-6-000467,nisoge32@eastwind.co,14-04-2025,growth,,no
SGN-6-000468,momuko11@eastwind.co,25-03-2025,growth,5SOH27N2,no
SGN-6-000469,tobaki64@delta-post.net,01-05-2024,starter,PXTJ4YGM,no
SGN-6-000470,gubozo16@brightmail.dev,21-09-2025,starter,Y21V8DV9,yes
SGN-6-000471,raneba98@brightmail.dev,27-12-2025,growth,,no
SGN-6-000472,cuzopu69@eastwind.co,19-05-2025,scale,GREBNJX8,yes
SGN-6-000473,zoruke96@eastwind.co,21-01-2025,starter,V8KSZ624,no
SGN-6-000474,zanuno90@brightmail.dev,26-09-2024,growth,KX7XANH0,no
SGN-6-000475,@eastwind.co,20-09-2024,growth,ZLWR6XCW,no
SGN-6-000476,renini92@arcline.io,17-07-2024,scale,,yes
SGN-6-000477,mifuzu40@arcline.io,21-01-2024,starter,N2CRY7JQ,no
SGN-6-000478,gemere11@eastwind.co,02-03-2024,starter,4X1BK3YM,yes
SGN-6-000479,peboca64@brightmail.dev,04-03-2025,growth,GMNWPW9R,yes
SGN-6-000480,ropiru14@delta-post.net,22-07-2025,starter,O88R4FPP,yes
SGN-6-000481,vebido44@corvus.org,25-10-2025,scale,,yes
SGN-6-000482,dezane97@arcline.io,15-09-2024,scale,8B4SXI29,no
SGN-6-000483,lozege26@delta-post.net,17-04-2024,growth,X4N8F31B,yes
SGN-6-000484,fudumo76@corvus.org,10-05-2025,growth,Y2X4GWYK,yes
SGN-6-000485,cosama64@corvus.org,01-03-2024,scale,,no
SGN-6-000486,cibopi74@arcline.io,08-09-2024,scale,,yes
SGN-6-000487,digezi58@eastwind.co,19-06-2024,starter,G3MDKGL9,no
SGN-6-000488,nudigi37@eastwind.co,21-06-2025,scale,P82552SQ,no
SGN-6-000489,vamege79@delta-post.net,18-02-2024,starter,NB8UPN3Y,no
SGN-6-000490,zovoge52@delta-post.net,02-12-2025,growth,,no
SGN-6-000491,vavuci36@arcline.io,27-02-2025,scale,YWDO6OHJ,no
SGN-6-000492,papesu64@eastwind.co,02-07-2025,growth,FPR31PIK,no
SGN-6-000493,luliku88@brightmail.dev,24-10-2024,starter,,no
SGN-6-000494,fepoka55@delta-post.net,18-01-2024,growth,,yes
SGN-6-000495,cococu54@brightmail.dev,07-01-2025,scale,,no
SGN-6-000496,nitamu54@arcline.io,05-05-2025,starter,,yes
SGN-6-000497,merura31@corvus.org,20-10-2024,growth,NL83N6E3,no
SGN-6-000498,luboki19@brightmail.dev,18-08-2025,growth,,no
SGN-6-000499,lev ino56@brightmail.dev,08-02-2025,growth,,yes
SGN-6-000500,zofopi26@corvus.org,12-02-2025,starter,T9BFAJIU,no
SGN-6-000501,secece52@arcline.io,11-09-2024,starter,TWN678XQ,yes
SGN-6-000502,munobi44@eastwind.co,26-03-2025,starter,SVYD1I23,no
SGN-6-000503,nogofu77@brightmail.dev,18-10-2025,scale,ELHBUQ9T,no
SGN-6-000504,ciliga87@delta-post.net,17-04-2024,scale,,no
SGN-6-000505,vevobu84@eastwind.co,14-03-2024,scale,,yes
SGN-6-000506,nacece13@delta-post.net,23-09-2025,growth,,no
SGN-6-000507,zopino21@brightmail.dev,14-03-2025,starter,,yes
SGN-6-000508,puzeko82@eastwind.co,16-12-2024,growth,,no
SGN-6-000509,togosi99@corvus.org,05-01-2024,scale,,no
SGN-6-000510,gicure56@delta-post.net,10-05-2024,growth,URKGBUOF,yes
SGN-6-000511,tezone93@corvus.org,01-11-2024,growth,T2MHZGFP,no
SGN-6-000512,vibono40@delta-post.net,03-08-2025,scale,,yes
SGN-6-000513,kuribo58@eastwind.co,03-11-2025,growth,,no
SGN-6-000514,kapudu77@brightmail.dev,07-11-2025,starter,,no
SGN-6-000515,vopiri38@arcline.io,23-12-2024,scale,WE95N4NH,yes
SGN-6-000516,luvuzi36@arcline.io,19-11-2025,starter,,yes
SGN-6-000517,kevari18@eastwind.co,09-06-2024,scale,3R7KEUUF,yes
SGN-6-000518,pedoki21@delta-post.net,13-04-2024,growth,,yes
SGN-6-000519,zazopu78@eastwind.co,28-04-2025,growth,,yes
SGN-6-000520,cutonu65@corvus.org,02-10-2024,growth,,yes
SGN-6-000521,soleke91@@arcline.io,01-11-2024,starter,,no
SGN-6-000522,sasifu10@corvus.org,18-07-2025,starter,P961K02X,yes
SGN-6-000523,siluki78@brightmail.dev,02-02-2024,growth,052FOJJJ,yes
SGN-6-000524,zulobe30@corvus.org,11-01-2025,growth,,yes
SGN-6-000525,lapage45@arcline.io,15-07-2024,starter,6V3K9YR3,yes
SGN-6-000526,pegero46@delta-post.net,08-11-2024,growth,ZPR56I1T,no
SGN-6-000527,cisobo39@brightmail.dev,22-07-2024,growth,,no
SGN-6-000528,sosomu28@brightmail.dev,20-04-2025,starter,,yes
SGN-6-000529,dakina59@eastwind.co,01-07-2024,growth,,no
SGN-6-000530,vicufu55@delta-post.net,22-09-2024,starter,NG32YKVA,yes
SGN-6-000531,kirova87@corvus.org,11-01-2025,scale,B9JOXX61,no
SGN-6-000532,tibeca71@brightmail.dev,02-02-2025,growth,GGK3LY4A,no
SGN-6-000533,kolafi30@corvus.org,24-01-2025,scale,,yes
SGN-6-000534,metiti21@eastwind.co,04-08-2025,growth,4C22UGTC,yes
SGN-6-000535,rusomi19@eastwind.co,20-05-2024,starter,A4QYTAZL,no
SGN-6-000536,nafopi60@arcline.io,19-05-2024,growth,5Y2RF4LT,yes
SGN-6-000537,bipeba39@corvus.org,19-04-2024,growth,,yes
SGN-6-000538,nafici37@delta-post.net,21-05-2025,growth,0YNRBL7E,no
SGN-6-000539,sovuba77@corvus.org,11-08-2024,starter,,yes
,nutine89@arcline.io,04-09-2024,growth,RKA5WBH0,yes
SGN-6-000541,lizole56@arcline.io,15-03-2024,scale,4869R1MN,yes
SGN-6-000542,fusimi43@corvus.org,04-07-2024,scale,,no
SGN-6-000543,lenuci32@delta-post.net,26-07-2025,growth,,no
SGN-6-000544,kekoma25@delta-post.net,25-01-2025,growth,,yes
SGN-6-000545,vobibo44@delta-post.net,14-04-2025,starter,Y1EV0BKG,yes
SGN-6-000546,zulufo69@eastwind.co,25-11-2024,scale,,yes
SGN-6-000547,mefavi67@arcline.io,28-03-2024,growth,,no
SGN-6-000548,nopota44@eastwind.co,24-05-2024,growth,,no
SGN-6-000549,fasoci20@eastwind.co,25-03-2024,starter,OK3JKJSQ,yes
SGN-6-000550,bomuri13@arcline.io,10-05-2024,growth,,no
SGN-6-000551,cizoti39@arcline.io,02-11-2025,starter,,yes
SGN-6-000552,telulu35@corvus.org,15-02-2024,growth,P1ZE4XR7,yes
SGN-6-000553,pubugo41@eastwind.co,13-02-2025,growth,,yes
SGN-6-000554,zafure93@eastwind.co,18-07-2024,starter,,yes
SGN-6-000555,ganadi88@brightmail.dev,22-09-2025,scale,7ARQD8KJ,yes
SGN-6-000556,tamomo49@eastwind.co,26-12-2025,growth,KYJKAYU8,yes
SGN-6-000557,ravaca57@arcline.io,28-09-2024,growth,,yes
SGN-6-000558,cebozi40@corvus.org,04-08-2025,growth,CQ3WSXIO,no
SGN-6-000559,recuga81@delta-post.net,05-05-2024,scale,MY3DV5OQ,yes
SGN-6-000560,luvavu22@corvus.org,25-06-2025,scale,LNSM9KC8,yes
SGN-6-000561,kineba38@brightmail.dev,18-02-2024,starter,8PM1IA77,no
SGN-6-000562,lozezu77@delta-post.net,07-12-2025,starter,DFI87JH9,no
SGN-6-000563,vadeka53@eastwind.co,09-01-2025,growth,2XHIBMSM,yes
SGN-6-000564,karoza81@corvus.org,08-02-2025,growth,UOYXT2UX,yes
SGN-6-000565,nibimi63@delta-post.net,02-10-2024,starter,,no
SGN-6-000566,tutulo37@arcline.io,19-10-2025,growth,,yes
SGN-6-000567,vodebi21@delta-post.net,14-03-2024,growth,IGG9IG83,yes
SGN-6-000568,dedana90@eastwind.co,06-12-2025,starter,,yes
SGN-6-000569,nocuto11@corvus.org,24-12-2025,starter,,yes
SGN-6-000570,vifenu24@arcline.io,13-02-2024,growth,,no
SGN-6-000571,bosima85@eastwind.co,09-09-2024,starter,,no
SGN-6-000572,bomipo48@arcline.io,03-10-2025,scale,SJ6LZC8X,yes
SGN-6-000573,fuzetu27@arcline.io,19-07-2024,scale,BP3DNC52,yes
SGN-6-000574,neveta24@corvus.org,11-01-2024,growth,,yes
SGN-6-000575,libeno64@corvus.org,17-02-2024,scale,AV8RJJ0D,no
SGN-6-000576,pivase17@arcline.io,04-06-2024,scale,,no
SGN-6-000577,kugade43@corvus.org,18-03-2024,growth,,no
SGN-6-000578,vugoka20@brightmail.dev,11-07-2024,starter,,yes
SGN-6-000579,biduvi11@corvus.org,09-03-2025,growth,,yes
SGN-6-000580,kezigu60@brightmail.dev,02-10-2024,starter,,yes
SGN-6-000581,sizesi88@arcline.io,15-09-2024,scale,KFRS25IM,yes
SGN-6-000582,tarapa72@brightmail.dev,20-09-2025,starter,,yes
SGN-6-000583,bisopo90@arcline.io,18-02-2024,starter,,no
SGN-6-000584,mofezu91@eastwind.co,07-11-2024,scale,,no
SGN-6-000585,faroci95@arcline.io,28-10-2025,starter,VFRED9YV,yes
SGN-6-000586,@eastwind.co,18-11-2025,growth,SM49VLV7,no
SGN-6-000587,dopeto14@brightmail.dev,06-08-2025,scale,,yes
SGN-6-000588,tupazo16@arcline.io,23-08-2025,growth,,no
SGN-6-000589,kotibe81@delta-post.net,23-03-2025,growth,,yes
SGN-6-000590,gapabe32@arcline.io,11-07-2025,scale,5VX0GRA3,yes
SGN-6-000591,buvose69@brightmail.dev,27-03-2024,starter,,yes
SGN-6-000592,susozi60@arcline.io,01-01-2025,starter,,no
SGN-6-000593,nezaca72@delta-post.net,20-07-2025,starter,,no
SGN-6-000594,for ugo95@eastwind.co,06-05-2024,growth,CO1N7MF9,no
SGN-6-000595,vemota10@corvus.org,06-07-2025,scale,92YNM6LQ,no
SGN-6-000596,vicita88@corvus.org,08-10-2024,starter,0EXTBGRR,no
SGN-6-000597,kurevu55@delta-post.net,21-01-2025,growth,SFDNOH9I,yes
SGN-6-000598,rikegu55@corvus.org,17-08-2024,starter,,no
SGN-6-000599,secebe62@brightmail.dev,22-05-2024,growth,XP8RZFET,no
SGN-6-000600,fodote40@corvus.org,06-09-2024,scale,GQJKQJ3P,yes
SGN-6-000601,bimafa23@corvus.org,07-03-2024,scale,RYFOCZRQ,yes
SGN-6-000602,rekive84@eastwind.co,14-06-2025,scale,TXOI03BL,no
SGN-6-000603,fucomu23@brightmail.dev,04-01-2024,scale,CE3MN7N4,no
SGN-6-000604,kekoro21@corvus.org,22-03-2024,scale,MQRNDCNF,no
SGN-6-000605,pugupi13@arcline.io,25-08-2025,growth,,no
SGN-6-000606,kaladu93@corvus.org,08-04-2024,starter,Z3U453VC,yes
SGN-6-000607,tocite86@corvus.org,24-03-2024,growth,,yes
SGN-6-000608,vinose59@delta-post.net,23-10-2024,scale,M62M0P41,yes
SGN-6-000609,zalupu81@brightmail.dev,10-08-2025,starter,,no
SGN-6-000610,sivike16@arcline.io,15-07-2025,growth,VHFWHJV1,no
SGN-6-000611,gotuge35@brightmail.dev,14-06-2024,starter,4GCY5FKG,yes
SGN-6-000612,nacaso83@arcline.io,01-09-2025,scale,,yes
SGN-6-000613,fukicu87@delta-post.net,07-05-2025,starter,I0YMSTMD,no
SGN-6-000614,dutagu93@eastwind.co,16-06-2025,growth,58UGW3L4,yes
SGN-6-000615,nadupi81@arcline.io,10-05-2025,scale,,yes
SGN-6-000616,zakozu15@eastwind.co,17-02-2024,growth,,no
SGN-6-000617,coradi92@arcline.io,20-07-2024,starter,,yes
SGN-6-000618,misaze62@arcline.io,28-06-2025,scale,,yes
SGN-6-000619,saleze52@corvus.org,25-02-2025,growth,75M98BVI,no
SGN-6-000620,duguse92@corvus.org,16-05-2025,starter,PKHQNHGS,yes
SGN-6-000621,cogeru83@delta-post.net,27-09-2025,scale,,yes
SGN-6-000622,kenele85@brightmail.dev,19-02-2025,starter,8TVSZ0LV,yes
SGN-6-000623,zuketo41@brightmail.dev,26-04-2025,starter,LVCKGM9H,yes
SGN-6-000624,favata71@brightmail.dev,03-08-2025,starter,,yes
SGN-6-000625,zabata93@corvus.org,17-02-2024,starter,F76ABF93,yes
SGN-6-000626,mapidu24@brightmail.dev,04-06-2024,scale,,yes
SGN-6-000627,lavige70@@delta-post.net,01-10-2025,scale,8RBWUVYF,no
SGN-6-000628,ropovu30@intranet,10-12-2025,starter,9DV71VBA,no
SGN-6-000629,nivisi26@brightmail.dev,26-12-2025,scale,0GRQR5WB,no
SGN-6-000630,robifa71@brightmail.dev,04-07-2025,growth,V5IK4MYD,no
SGN-6-000631,sipiro84@corvus.org,03-09-2024,growth,,yes
SGN-6-000632,tivuci17@delta-post.net,21-03-2024,starter,GWZTKGBW,no
SGN-6-000633,nebogu86@delta-post.net,23-07-2025,starter,FT3GPL3R,no
SGN-6-000634,labepe64@eastwind.co,16-11-2025,scale,L3M0KC9D,no
SGN-6-000635,fonovi57@eastwind.co,03-11-2024,scale,A808ULWB,no
SGN-6-000636,sibada42@brightmail.dev,23-10-2024,growth,,yes
SGN-6-000637,pumigu10@arcline.io,11-02-2024,growth,,yes
SGN-6-000638,vasunu41@corvus.org,20-10-2025,scale,YZNWD3ON,yes
SGN-6-000639,rakugo86@eastwind.co,12-11-2025,growth,XKH1RJS8,yes
SGN-6-000640,nabefi65@brightmail.dev,21-01-2024,growth,L37C50F6,yes
SGN-6-000641,retofe60@delta-post.net,22-06-2024,growth,DVP1NLHX,yes
SGN-6-000642,cezoma57@arcline.io,27-03-2025,starter,,no
SGN-6-000643,gilazi63@corvus.org,14-01-2024,growth,W6647YBT,yes
SGN-6-000644,sudumo14@corvus.org,27-02-2025,scale,,yes
SGN-6-000645,vonose15@corvus.org,19-08-2024,scale,1FT6KT2P,no
SGN-6-000646,susiku66@corvus.org,07-11-2024,growth,84VCT1O7,yes
SGN-6-000647,sibuka19@eastwind.co,25-01-2025,growth,GU51VCOS,no
SGN-6-000648,kadine84@delta-post.net,11-03-2025,growth,,no
SGN-6-000649,molefo20@corvus.org,27-01-2024,starter,,no
SGN-6-000650,sinuli91@eastwind.co,13-06-2025,growth,KC6L35B4,no
SGN-6-000651,dobeze38@arcline.io,02-10-2025,starter,,yes
SGN-6-000652,tukime53@brightmail.dev,10-06-2024,scale,DLNU65MG,no
SGN-6-000653,bodola57@brightmail.dev,18-04-2024,scale,QX7IXUJ7,yes
SGN-6-000654,sefuri95@brightmail.dev,23-10-2024,starter,QI3D6M7I,yes
SGN-6-000655,pevupa39@corvus.org,16-11-2024,scale,W7OKAH70,no
SGN-6-000656,gufuli73@delta-post.net,11-03-2024,starter,,no
SGN-6-000657,ninoli72@arcline.io,15-10-2024,growth,38CGAKIW,no
SGN-6-000658,momemi17@delta-post.net,08-08-2025,scale,E36E1CIZ,no
SGN-6-000659,gabiko30@brightmail.dev,09-11-2025,scale,,yes
SGN-6-000660,rikuva97@corvus.org,02-02-2025,starter,,no
SGN-6-000661,cufuci36@delta-post.net,24-08-2025,scale,7UDY6DEJ,yes
SGN-6-000662,@eastwind.co,20-05-2025,scale,FZ2NL33C,no
SGN-6-000663,zubecu47@delta-post.net,13-01-2025,growth,,yes
SGN-6-000664,vapoma70@intranet,24-04-2024,scale,DYEK3SCK,yes
SGN-6-000665,zoruru20@corvus.org,13-01-2024,scale,QAVTSBKV,no
SGN-6-000666,zisana63@arcline.io,26-08-2024,scale,Z5T33CEM,yes
SGN-6-000667,vudati81@brightmail.dev,09-11-2025,scale,1X4MQNEC,yes
SGN-6-000668,bazenu93@delta-post.net,24-02-2025,starter,,yes
SGN-6-000669,famaze63@eastwind.co,01-11-2024,scale,N1NDMAPL,yes
SGN-6-000670,rumuci35@corvus.org,28-10-2025,starter,,no
SGN-6-000671,datiru99@corvus.org,01-10-2024,scale,,yes
SGN-6-000672,mukepe60@arcline.io,04-12-2025,growth,,no
SGN-6-000673,begale35@eastwind.co,16-01-2024,scale,MESLQH3M,yes
SGN-6-000674,conezi69@brightmail.dev,05-04-2025,growth,269G3F5D,no
SGN-6-000675,resaca76@arcline.io,25-08-2025,growth,,no
SGN-6-000676,pevaza66@delta-post.net,25-12-2025,scale,JWFUMLVL,yes
SGN-6-000677,cevovo86@corvus.org,20-07-2024,scale,,no
SGN-6-000678,kekemu45@brightmail.dev,04-01-2025,growth,,no
SGN-6-000679,cebeza69@delta-post.net,02-05-2025,growth,,yes
SGN-6-000680,bukisa15@brightmail.dev,19-04-2024,scale,,yes
SGN-6-000681,tivupe68@eastwind.co,18-07-2025,scale,32LKK7NA,no
SGN-6-000682,tapubi63@brightmail.dev,13-07-2025,growth,WOXI0ME2,no
SGN-6-000683,susito38@eastwind.co,10-03-2024,growth,,yes
SGN-6-000684,runopa19@arcline.io,11-12-2025,scale,,yes
SGN-6-000685,fugozu24@eastwind.co,22-05-2024,growth,,no
SGN-6-000686,turogo18@arcline.io,09-10-2025,growth,P989Q83K,no
SGN-6-000687,rocadu23@delta-post.net,25-05-2025,growth,,yes
SGN-6-000688,dizusi41@delta-post.net,20-08-2025,starter,ZDZN1O8D,yes
SGN-6-000689,pebice13@brightmail.dev,27-02-2024,growth,GQHT8F6N,yes
SGN-6-000690,pumoco34@brightmail.dev,03-07-2024,growth,STOU2WCY,no
SGN-6-000691,sisani67@arcline.io,28-07-2025,growth,,no
SGN-6-000692,fuditu16@delta-post.net,28-08-2025,growth,SE5U1YTX,no
SGN-6-000693,tunese51@eastwind.co,19-10-2025,scale,,no
SGN-6-000694,zebizo96@eastwind.co,19-01-2024,scale,PDJ3YFAA,no
SGN-6-000695,zelezu62@eastwind.co,09-07-2025,growth,2GQSXJWV,no
SGN-6-000696,labopi14@corvus.org,10-02-2025,starter,SJPFZVMN,no
SGN-6-000697,ram ebe39@delta-post.net,15-11-2025,growth,GUWYNWJC,yes
SGN-6-000698,gisamo33@brightmail.dev,01-07-2024,growth,LZWF5ML2,yes
SGN-6-000699,nukema64@corvus.org,23-04-2025,growth,,yes
SGN-6-000700,firiru19@delta-post.net,15-11-2024,starter,,yes
SGN-6-000701,palugu87@brightmail.dev,23-10-2025,starter,H67OBUP5,yes
SGN-6-000702,rifone65@eastwind.co,14-09-2024,starter,,yes
SGN-6-000703,zobori36@arcline.io,01-09-2025,scale,4F1EYU6Z,yes
SGN-6-000704,ruvone39@arcline.io,04-12-2025,starter,,yes
SGN-6-000705,kolina61@arcline.io,03-11-2024,scale,,yes
SGN-6-000706,repede10@arcline.io,28-07-2024,starter,,no
SGN-6-000707,nupebu38@arcline.io,02-05-2025,growth,9PACU13S,yes
SGN-6-000708,cugoni93@eastwind.co,06-10-2024,growth,29LW1P66,yes
SGN-6-000709,@arcline.io,28-12-2024,starter,A692T07I,yes
SGN-6-000710,bemuda74@delta-post.net,16-09-2025,growth,BV9MROXV,no
SGN-6-000711,pemevu45@arcline.io,15-12-2024,starter,,yes
SGN-6-000712,mofica66@brightmail.dev,10-10-2025,starter,P43XKZ7F,yes
SGN-6-000713,zoriro45@eastwind.co,09-01-2025,scale,,no
