ref,contact_email,enrolled_on,plan_tier,referral_code,opt_in
SGN-2-000358,locuci39@eastwind.co,17-11-2025,scale,,yes
SGN-2-000359,zugize26@brightmail.dev,24-06-2024,scale,,yes
SGN-2-000360,papaco29@brightmail.dev,19-12-2025,scale,X7KKWCGY,no
SGN-2-000361,carivu43@eastwind.co,02-01-2024,starter,0TJYYLNQ,yes
SGN-2-000362,buteru77@delta-post.net,24-04-2025,scale,JS9EDJLH,no
SGN-2-000363,vulame83@corvus.org,13-04-2024,growth,JS7662W9,yes
SGN-2-000364,fepufo27@arcline.io,06-02-2025,scale,Y2R0RQPJ,yes
SGN-2-000365,lofuve49@brightmail.dev,01-08-2024,starter,5GWI02EE,yes
SGN-2-000366,bokapi40@eastwind.co,02-02-2025,starter,,yes
SGN-2-000367,cenuga33@delta-post.net,11-01-2024,scale,,yes
SGN-2-000368,@eastwind.co,27-02-2024,scale,WI61UVQ2,no
SGN-2-000369,kudala95@brightmail.dev,22-12-2025,starter,,yes
SGN-2-000370,fugare24@brightmail.dev,02-06-2024,scale,,yes
SGN-2-000371,tulapu72@delta-post.net,08-08-2024,starter,TZLS9EQZ,no
SGN-2-000372,vumova54@delta-post.net,12-06-2024,starter,,no
SGN-2-000373,pumide25@corvus.org,08-12-2024,scale,GOS81AU2,no
SGN-2-000374,pamemo49@delta-post.net,08-01-2025,scale,,no
SGN-2-000375,mumeri65@eastwind.co,23-12-2025,growth,,no
SGN-2-000376,citisa52@brightmail.dev,26-09-2024,scale,,yes
SGN-2-000377,remune17@delta-post.net,18-03-2024,starter,,yes
SGN-2-000378,zefapa21@corvus.org,10-10-2024,growth,,no
SGN-2-000379,lirudu27@delta-post.net,07-07-2025,scale,X3BZREGT,no
SGN-2-000380,duruco76@arcline.io,19-07-2025,starter,,no
SGN-2-000381,tituta82@arcline.io,,starter,,no
SGN-2-000382,tazofu39@delta-post.net,20-05-2024,scale,2YB2874Z,yes
SGN-2-000383,cepoci15@arcline.io,18-10-2024,growth,WLLZTZ2G,yes
SGN-2-000384,tigege42@arcline.io,05-05-2024,starter,B9WK742J,yes
SGN-2-000385,pulada67@corvus.org,28-07-2025,starter,,yes
SGN-2-000386,veviku85@delta-post.net,09-03-2025,starter,,yes
SGN-2-000387,fodifi82@delta-post.net,09-06-2025,growth,HKFVNHVF,yes
SGN-2-000388,lemilo16@corvus.org,21-03-2024,growth,6RNMKY1M,no
SGN-2-000389,gasubi25@brightmail.dev,10-04-2025,starter,30XP29L1,yes
SGN-2-000390,purobi48@eastwind.co,24-04-2025,scale,,no
SGN-2-000391,mogifu44@brightmail.dev,12-11-2025,scale,YZQCORP7,no
SGN-2-000392,novace93@brightmail.dev,02-01-2024,scale,RYT3AV8Y,no
SGN-2-000393,pirobe87@arcline.io,08-08-2025,starter,0HDNLY76,yes
SGN-2-000394,safacu57@corvus.org,17-06-2024,scale,92JHA2VU,yes
SGN-2-000395,givaso32@brightmail.dev,01-11-2025,starter,9JSF18E5,yes
SGN-2-000396,caluza81@corvus.org,13-06-2025,growth,FLL8KQI5,no
SGN-2-000397,gepedi29@eastwind.co,25-11-2024,growth,,yes
SGN-2-000398,bonara39@corvus.org,01-05-2024,growth,,yes
SGN-2-000399,vikune95@corvus.org,05-08-2025,starter,3GJRZ6D0,no
SGN-2-000400,cukugu80@arcline.io,06-11-2024,starter,6OEK0A2F,no
SGN-2-000401,bopoki63@eastwind.co,22-12-2025,scale,9QSX0BBZ,yes
SGN-2-000402,nupofi70@eastwind.co,14-11-2024,starter,,no
SGN-2-000403,tedupi33@brightmail.dev,08-09-2024,starter,,yes
SGN-2-000404,bilice46@brightmail.dev,28-05-2024,starter,,no
SGN-2-000405,zapera70@brightmail.dev,25-04-2024,scale,,yes
SGN-2-000406,cedame67@brightmail.dev,28-01-2024,growth,,no
SGN-2-000407,kabazi74@delta-post.net,11-07-2025,starter,,yes
SGN-2-000408,tututa94@@corvus.org,11-11-2024,growth,,no
SGN-2-000409,ralobu10@eastwind.co,26-01-2024,scale,,yes
SGN-2-000410,zutazu39@delta-post.net,28-01-2025,starter,G4FP5PCG,no
SGN-2-000411,fabada38@delta-post.net,04-01-2025,growth,,no
SGN-2-000412,bebuse70@arcline.io,22-08-2025,starter,8ZH78QFJ,yes
SGN-2-000413,vidasa37@corvus.org,03-01-2025,starter,,no
SGN-2-000414,dizome21@arcline.io,24-10-2024,starter,MQUWRCAR,no
SGN-2-000415,lepufe22@arcline.io,26-07-2024,starter,,no
SGN-2-000416,vozabi58@eastwind.co,18-11-2024,scale,XQDTCR58,yes
SGN-2-000417,cufato98@brightmail.dev,02-01-2024,scale,CCW7B9ZG,yes
SGN-2-000418,venulu45@eastwind.co,17-09-2024,growth,3FMN8H62,no
SGN-2-000419,pazupi14@delta-post.net,20-03-2024,scale,DHBJK7S5,no
SGN-2-000420,zuluda51@eastwind.co,05-08-2025,growth,,yes
SGN-2-000421,dazoru19@brightmail.dev,02-03-2024,growth,157GTNQ5,yes
SGN-2-000422,radufo74@delta-post.net,21-04-2024,starter,,yes
SGN-2-000423,sifufa98@delta-post.net,15-08-2025,growth,LGK8YFHT,yes
SGN-2-000424,navage60@brightmail.dev,09-02-2024,scale,CXHG106E,no
SGN-2-000425,pefegi45@brightmail.dev,11-06-2024,starter,MHQLX7SF,yes
SGN-2-000426,napipi28@delta-post.net,28-10-2024,scale,P2HBKPYF,yes
SGN-2-000427,papadi54@delta-post.net,27-11-2024,starter,7H106HT8,yes
SGN-2-000428,kogezi59@delta-post.net,15-07-2025,scale,5QD1PQ8T,no
SGN-2-000429,tabata76@corvus.org,25-05-2024,growth,4MAV5A25,no
SGN-2-000430,sukuka58@eastwind.co,22-12-2024,growth,XL802IXW,no
SGN-2-000431,suzeni69@@brightmail.dev,18-02-2025,scale,J0J1WNFA,no
SGN-2-000432,sodamu87@brightmail.dev,05-10-2025,growth,3Q0Z55H9,yes
SGN-2-000433,nevipu49@arcline.io,17-02-2025,scale,,yes
SGN-2-000434,nukice15@delta-post.net,02-02-2024,starter,RHBO7VPF,yes
SGN-2-000435,kunopa29@corvus.org,,starter,,no
SGN-2-000436,guvugi89@corvus.org,21-08-2024,growth,HB0DBR2D,no
SGN-2-000437,zubuni38@corvus.org,02-06-2025,starter,,yes
SGN-2-000438,midalu17@eastwind.co,01-05-2024,scale,,yes
SGN-2-000439,fikuvi61@brightmail.dev,28-02-2024,growth,,no
SGN-2-000440,rinika91@corvus.org,05-01-2024,growth,,yes
SGN-2-000441,fizima42@corvus.org,18-05-2025,starter,EZV22Z1A,no
SGN-2-000442,venaku78@brightmail.dev,20-01-2024,starter,XNXEBNHH,yes
SGN-2-000443,bogige20@arcline.io,19-06-2024,scale,VXKKKWXT,yes
SGN-2-000444,nekigu38@eastwind.co,05-05-2025,starter,1U10AG4K,yes
SGN-2-000445,@delta-post.net,10-09-2024,scale,,yes
SGN-2-000446,batepo35@brightmail.dev,17-05-2025,starter,IRXW261M,yes
SGN-2-000447,cukiri26@arcline.io,23-02-2025,starter,OYJ04BWK,no
SGN-2-000448,banore68@corvus.org,13-02-2024,scale,LG0P410Q,no
SGN-2-000449,farubi26@intranet,27-07-2024,growth,TZ8RJFS9,no
SGN-2-000450,muvovo29@delta-post.net,27-11-2025,growth,TOLQN5GQ,yes
SGN-2-000451,kofava48@arcline.io,13-02-2025,growth,WFV5E0UQ,no
SGN-2-000452,nifene70@arcline.io,09-08-2025,growth,,yes
SGN-2-000453,noducu40@delta-post.net,08-08-2025,scale,01CS6FQK,yes
SGN-2-000454,nibuzi23@eastwind.co,13-01-2025,growth,,no
SGN-2-000455,romezo59@eastwind.co,20-09-2024,growth,,yes
SGN-2-000456,maseze63@eastwind.co,15-01-2024,scale,,yes
SGN-2-000457,ticevi30@@delta-post.net,22-10-2024,growth,,yes
SGN-2-000458,regova14@eastwind.co,13-09-2024,starter,,no
SGN-2-000459,kudopu93@arcline.io,03-08-2025,scale,,yes
SGN-2-000460,pekuci62@delta-post.net,11-10-2025,growth,QQT2P4FC,yes
SGN-2-000461,lemicu23@eastwind.co,13-08-2024,growth,,no
SGN-2-000462,runiko56@brightmail.dev,18-09-2024,growth,,yes
SGN-2-000463,sotelo80@corvus.org,02-05-2025,starter,OXPSE4OL,no
SGN-2-000464,@corvus.org,24-08-2024,scale,S7JIWQAC,yes
SGN-2-000465,duzemo93@eastwind.co,18-10-2025,starter,0CZRCO1R,yes
SGN-2-000466,nutino74@brightmail.dev,14-03-2025,growth,0N2D0WAG,no
SGN-2-000467,mitagi95@delta-post.net,28-01-2025,scale,MO36GWLK,yes
SGN-2-000468,gevale43@delta-post.net,14-05-2024,scale,NCS69W5U,no
SGN-2-000469,piduvu93@brightmail.dev,20-09-2025,starter,,no
SGN-2-000470,cagocu76@corvus.org,15-10-2024,scale,GSNRUQII,no
SGN-2-000471,rimobi25@delta-post.net,10-08-2025,starter,,yes
SGN-2-000472,lumeru58@corvus.org,22-04-2025,growth,O62VZTTB,no
SGN-2-000473,simope34@delta-post.net,20-09-2024,starter,,yes
SGN-2-000474,ponuce86@brightmail.dev,04-05-2024,growth,,yes
SGN-2-000475,luforu44@corvus.org,20-06-2025,starter,J5SVOP4K,yes
SGN-2-000476,bepolo27@brightmail.dev,03-08-2025,starter,ATANK5LS,yes
SGN-2-000477,fofusa48@delta-post.net,08-03-2024,starter,J8XVK4IF,no
SGN-2-000478,sonude82@delta-post.net,12-10-2024,scale,H903RY59,yes
SGN-2-000479,coketa82@arcline.io,01-02-2024,growth,2GQKT8XV,yes
SGN-2-000480,zecinu14@brightmail.dev,12-12-2024,scale,Q49ZIB62,no
SGN-2-000481,kifomi62@eastwind.co,20-09-2025,scale,IJEIIQRI,no
SGN-2-000482,bodede38@eastwind.co,15-01-2024,growth,6T0S5B60,yes
SGN-2-000483,madici96@eastwind.co,02-07-2025,starter,UD97WI0X,no
SGN-2-000484,nosegi45@delta-post.net,01-04-2024,growth,,no
SGN-2-000485,falura96@arcline.io,08-10-2024,scale,YX7H1OQ0,yes
SGN-2-000486,vofolo10@corvus.org,07-09-2025,starter,,no
SGN-2-000487,raputu71@corvus.org,22-02-2025,growth,,no
SGN-2-000488,vunuga60@brightmail.dev,15-01-2024,scale,,no
SGN-2-000489,kefimo61@brightmail.dev,20-04-2024,starter,,yes
SGN-2-000490,lefuca81@brightmail.dev,06-12-2024,starter,2EV5FZNN,yes
SGN-2-000491,tubega16@corvus.org,06-06-2025,starter,,yes
SGN-2-000492,busire20@arcline.io,11-12-2024,growth,QNCPB6B3,yes
SGN-2-000493,kezipa70@@arcline.io,01-08-2024,starter,T3GF9MXS,yes
SGN-2-000494,vudira77@corvus.org,17-07-2025,growth,LWLKUAND,yes
SGN-2-000495,tinega32@delta-post.net,06-09-2024,starter,,no
SGN-2-000496,dokusi13@brightmail.dev,07-03-2025,scale,,yes
SGN-2-000497,zerinu96@brightmail.dev,23-12-2025,starter,WC1C4P2Z,yes
SGN-2-000498,nivepa45@eastwind.co,20-04-2024,starter,6Z7JGU4J,yes
SGN-2-000499,noluni81@eastwind.co,20-04-2025,scale,8T88Z3GN,no
SGN-2-000500,reriru47@brightmail.dev,08-08-2025,starter,HGRAAZRS,yes
SGN-2-000501,devize19@eastwind.co,19-06-2024,scale,,no
SGN-2-000502,tanibo43@brightmail.dev,10-12-2024,growth,,no
SGN-2-000503,pakupe38@corvus.org,10-01-2025,scale,S1IZF94V,yes
SGN-2-000504,sagezu92@arcline.io,20-05-2025,scale,6XII9IQ5,no
SGN-2-000505,cakefi72@delta-post.net,11-09-2025,growth,JUEJLVQY,yes
SGN-2-000506,vapake14@eastwind.co,22-12-2024,starter,,yes
SGN-2-000507,mufada11@brightmail.dev,28-12-2025,growth,9RBC381F,yes
SGN-2-000508,tomafe17@brightmail.dev,16-09-2024,scale,,no
SGN-2-000509,megido15@delta-post.net,17-05-2025,starter,,no
SGN-2-000510,mozoce11@corvus.org,,starter,,yes
SGN-2-000511,civuzo26@arcline.io,06-09-2024,starter,,no
SGN-2-000512,geludu23@delta-post.net,17-05-2025,starter,BCLHAXMK,no
SGN-2-000513,tibuvo18@corvus.org,07-03-2024,starter,GCYMHH9C,yes
SGN-2-000514,cadapu14@eastwind.co,25-12-2025,starter,EKVFUI93,no
SGN-2-000515,gakino71@corvus.org,21-09-2025,growth,,no
SGN-2-000516,fanuso61@delta-post.net,25-03-2025,growth,IYQ9PJ95,yes
SGN-2-000517,pifofa97@eastwind.co,18-07-2024,growth,,yes
SGN-2-000518,famusi86@@delta-post.net,17-07-2024,starter,H8VJ66YF,yes
SGN-2-000519,bezugo72@eastwind.co,14-10-2024,growth,,yes
SGN-2-000520,lorino13@arcline.io,20-02-2024,starter,,yes
SGN-2-000521,tibuzi60@delta-post.net,10-11-2025,scale,LP5EWR9I,no
SGN-2-000522,rar ane83@arcline.io,13-02-2025,growth,,no
SGN-2-000523,cigidu44@eastwind.co,12-01-2024,growth,LYKGDO5K,no
SGN-2-000524,pomogo10@corvus.org,25-05-2025,growth,PM6QVHG8,yes
SGN-2-000525,nadazo75@corvus.org,26-02-2024,starter,,yes
SGN-2-000526,zabige60@brightmail.dev,06-03-2025,scale,,yes
SGN-2-000527,macuse84@delta-post.net,04-04-2025,growth,,yes
SGN-2-000528,@brightmail.dev,16-05-2024,scale,,yes
SGN-2-000529,kobigu64@corvus.org,14-05-2025,starter,,yes
SGN-2-000530,gakope49@brightmail.dev,11-06-2024,starter,WNKQ8W3N,no
SGN-2-000531,tifaze39@corvus.org,08-02-2024,starter,,yes
SGN-2-000532,gaboma98@eastwind.co,15-05-2025,scale,2A6XUMJU,no
SGN-2-000533,rafuki50@delta-post.net,22-04-2024,scale,W0QOWHSG,no
SGN-2-000534,bubopo67@eastwind.co,14-02-2025,starter,,no
SGN-2-000535,devebe11@arcline.io,19-08-2024,growth,UZ3BPCUX,no
SGN-2-000536,roruta69@delta-post.net,14-08-2024,growth,,yes
SGN-2-000537,digeke98@eastwind.co,28-01-2025,growth,,no
SGN-2-000538,defapo89@delta-post.net,24-12-2024,starter,,yes
SGN-2-000539,zedenu56@delta-post.net,18-07-2025,growth,,no
SGN-2-000540,pabapa65@delta-post.net,15-11-2025,scale,,no
SGN-2-000541,pegato75@intranet,13-04-2024,growth,Q61UQPLO,no
SGN-2-000542,vukaca37@corvus.org,03-05-2024,growth,03OL7KO7,no
SGN-2-000543,koveva87@eastwind.co,23-08-2024,growth,,no
SGN-2-000544,temabu72@brightmail.dev,04-12-2025,starter,,yes
SGN-2-000545,zaduto68@corvus.org,11-11-2024,scale,,yes
SGN-2-000546,tarumu85@corvus.org,03-04-2024,scale,,no
SGN-2-000547,govoli63@arcline.io,23-09-2025,scale,17GIEBOP,no
SGN-2-000548,regoru49@corvus.org,22-05-2024,growth,ACZH8Q37,no
SGN-2-000549,kevini65@arcline.io,23-12-2024,starter,,no
SGN-2-000550,nufone47@corvus.org,14-02-2024,scale,DJQOD41N,no
SGN-2-000551,diripi95@delta-post.net,28-10-2024,growth,,yes
SGN-2-000552,gokoba51@brightmail.dev,17-02-2025,scale,LS2DBDKQ,no
SGN-2-000553,kesogi69@corvus.org,24-06-2024,starter,TEXDMLCB,no
SGN-2-000554,figafi49@corvus.org,20-02-2024,growth,5MUBKC0E,yes
SGN-2-000555,kenile39@corvus.org,11-09-2024,starter,29LT45ZR,no
SGN-2-000556,rotisu62@brightmail.dev,05-09-2025,scale,,yes
SGN-2-000557,lefato79@corvus.org,27-03-2024,growth,,no
SGN-2-000558,podara15@corvus.org,19-01-2025,growth,IPJX1MBL,no
SGN-2-000559,nonivi41@delta-post.net,01-11-2024,starter,9873FP4J,yes
SGN-2-000560,rugero35@corvus.org,13-05-2025,scale,7FLS0J8Y,yes
SGN-2-000561,seniso81@delta-post.net,02-04-2024,growth,,yes
SGN-2-000562,barova42@brightmail.dev,20-03-2024,growth,,yes
SGN-2-000563,ripudu26@eastwind.co,25-02-2025,growth,WN6PZXJ1,yes
SGN-2-000564,zabemi39@arcline.io,17-09-2025,growth,JU6299Q4,yes
SGN-2-000565,serevi93@delta-post.net,16-08-2024,growth,,yes
SGN-2-000566,folase55@brightmail.dev,06-12-2025,growth,,yes
SGN-2-000567,cunopu48@brightmail.dev,05-05-2024,starter,OHQEQJKL,no
SGN-2-000568,kivare32@eastwind.co,25-10-2025,scale,,yes
SGN-2-000569,morike94@arcline.io,01-02-2024,starter,XOSNANG3,no
SGN-2-000570,buzoko74@delta-post.net,05-07-2025,growth,NL4L5IRX,yes
SGN-2-000571,bokivu27@arcline.io,01-02-2025,growth,58TYPQRG,yes
SGN-2-000572,kesazi95@arcline.io,17-11-2025,growth,MGNG7ISN,no
SGN-2-000573,zaducu86@arcline.io,28-08-2025,starter,,no
SGN-2-000574,facoco32@delta-post.net,09-07-2025,starter,VE14TCTF,no
SGN-2-000575,gorigu18@brightmail.dev,24-09-2025,starter,,yes
SGN-2-000576,kotedo49@brightmail.dev,20-09-2024,scale,,yes
SGN-2-000577,tomeza51@arcline.io,05-08-2024,scale,AKT3SY81,yes
SGN-2-000578,supese41@delta-post.net,06-06-2025,scale,,yes
SGN-2-000579,zeselo70@eastwind.co,27-11-2024,starter,O1XXQXPE,no
SGN-2-000580,bivigu10@delta-post.net,20-03-2024,starter,,no
SGN-2-000581,maguzi58@arcline.io,23-08-2024,scale,YS9DCPYP,no
SGN-2-000582,locogi39@eastwind.co,18-06-2024,starter,,yes
SGN-2-000583,lulozo61@corvus.org,19-06-2024,starter,THSM0FHX,no
SGN-2-000584,pubagu57@arcline.io,26-04-2024,starter,,no
SGN-2-000585,sogaza66@arcline.io,04-11-2024,starter,6M6P92BT,no
SGN-2-000586,polabo71@arcline.io,12-06-2024,scale,,no
SGN-2-000587,sokame26@arcline.io,04-03-2024,growth,FFI72D4A,no
SGN-2-000588,vidipu16@brightmail.dev,12-09-2024,starter,,no
SGN-2-000589,tafemo38@arcline.io,25-10-2024,growth,FTF6VHJY,yes
SGN-2-000590,cakaki27@brightmail.dev,11-08-2025,scale,7QKYCZ64,yes
SGN-2-000591,gapanu94@delta-post.net,12-01-2024,scale,I3ZLCT32,no
SGN-2-000592,zitidu39@brightmail.dev,03-11-2024,scale,NK6EMU56,yes
SGN-2-000593,tuzino21@eastwind.co,21-09-2024,starter,,yes
SGN-2-000594,bufucu36@delta-post.net,28-03-2024,starter,,yes
SGN-2-000595,zizosu88@brightmail.dev,16-03-2024,growth,A4X7YG7G,yes
SGN-2-000596,sovuzi85@corvus.org,25-07-2024,growth,,yes
SGN-2-000597,tefipe14@eastwind.co,27-06-2025,starter,XJUNFKWV,no
SGN-2-000598,dinela56@brightmail.dev,05-01-2024,growth,6N89FQKC,no
SGN-2-000599,lazupe52@brightmail.dev,18-07-2024,scale,PYECXJWU,no
SGN-2-000600,kuganu11@corvus.org,22-05-2024,starter,,yes
SGN-2-000601,gacota94@corvus.org,27-11-2025,scale,,no
SGN-2-000602,corema43@arcline.io,14-05-2024,scale,YA3M9W8J,yes
SGN-2-000603,tozosu71@arcline.io,22-08-2024,growth,,no
SGN-2-000604,gusono90@brightmail.dev,23-02-2025,growth,SWSAHNAV,no
SGN-2-000605,pudaza51@corvus.org,14-07-2025,starter,RM7K6BW4,no
SGN-2-000606,turoge90@eastwind.co,20-08-2025,scale,L0JD3NXH,yes
SGN-2-000607,ripage41@corvus.org,11-01-2024,growth,,no
SGN-2-000608,kegide10@arcline.io,16-08-2025,starter,,no
SGN-2-000609,vogage40@corvus.org,03-01-2024,scale,CVLOQS8X,no
SGN-2-000610,nusazo36@brightmail.dev,06-06-2024,scale,SN5FO30I,yes
SGN-2-000611,@delta-post.net,05-12-2025,growth,R90M0AU5,no
SGN-2-000612,vameda64@brightmail.dev,05-04-2024,starter,3UIRZ7YX,yes
SGN-2-000613,poveto61@intranet,10-04-2025,growth,,no
SGN-2-000614,rabopo93@eastwind.co,09-01-2025,scale,,yes
SGN-2-000615,kumesa61@arcline.io,05-07-2025,starter,,no
SGN-2-000616,birilu60@eastwind.co,23-09-2024,scale,URCYR2WE,no
SGN-2-000617,bugelu72@brightmail.dev,20-03-2025,starter,,no
SGN-2-000618,sulini48@eastwind.co,24-11-2024,growth,PJR6KF8X,no
SGN-2-000619,zologi71@arcline.io,16-11-2024,starter,EAOV6ULO,no
SGN-2-000620,renuna62@delta-post.net,10-12-2025,starter,,yes
SGN-2-000621,fezoni40@delta-post.net,20-02-2025,growth,68NSV2ZF,yes
SGN-2-000622,ralevu43@eastwind.co,16-10-2024,growth,,yes
SGN-2-000623,canopi48@eastwind.co,24-08-2024,growth,,no
SGN-2-000624,firidi37@corvus.org,26-11-2025,scale,XO8K6M7M,no
SGN-2-000625,godobo13@delta-post.net,22-07-2024,scale,,yes
SGN-2-000626,soveda63@brightmail.dev,10-03-2025,scale,MCB11LXM,yes
SGN-2-000627,vetusa60@brightmail.dev,21-07-2025,starter,,no
SGN-2-000628,sozema84@intranet,03-03-2025,starter,J6AAIVRV,no
SGN-2-000629,vokofa16@corvus.org,02-04-2024,scale,,yes
SGN-2-000630,rerulu11@brightmail.dev,13-01-2025,growth,JUNFZ8A9,yes
SGN-2-000631,gavuku74@brightmail.dev,26-08-2025,scale,,no
SGN-2-000632,luboni53@corvus.org,05-02-2024,growth,IEAVE1IQ,no
SGN-2-000633,sunate82@delta-post.net,11-10-2024,starter,,no
SGN-2-000634,reciru20@brightmail.dev,07-03-2024,starter,,no
SGN-2-000635,lukepa88@@delta-post.net,27-01-2025,scale,,no
SGN-2-000636,sozivu60@eastwind.co,21-06-2025,scale,,no
SGN-2-000637,garile49@arcline.io,,growth,,yes
SGN-2-000638,balagi25@eastwind.co,12-09-2025,growth,,yes
SGN-2-000639,rotipu82@arcline.io,11-11-2024,starter,,yes
SGN-2-000640,bipilu15@delta-post.net,16-11-2025,growth,,yes
SGN-2-000641,vubini45@delta-post.net,24-02-2024,starter,W9X5LMZ6,yes
SGN-2-000642,redave90@eastwind.co,05-05-2024,scale,,no
SGN-2-000643,zadeda50@delta-post.net,28-11-2025,growth,,no
SGN-2-000644,sonasi76@brightmail.dev,09-10-2025,growth,LOZMAJCR,no
SGN-2-000645,civepe72@brightmail.dev,24-09-2025,starter,R0TV8SYZ,no
SGN-2-000646,tenite37@arcline.io,10-12-2024,starter,633X7YVD,no
SGN-2-000647,@delta-post.net,13-03-2024,scale,,yes
SGN-2-000648,cofuro38@brightmail.dev,07-07-2024,starter,AMIK01OU,yes
SGN-2-000649,fobipo48@brightmail.dev,25-02-2025,scale,,yes
SGN-2-000650,cozifu97@eastwind.co,23-04-2024,scale,,no
SGN-2-000651,cifoki24@delta-post.net,08-04-2024,scale,950AXQVB,no
SGN-2-000652,pugina13@eastwind.co,04-09-2024,growth,,no
SGN-2-000653,zonomi78@corvus.org,25-03-2024,scale,5QRG5O1T,no
SGN-2-000654,taside86@brightmail.dev,06-12-2024,scale,J7UVTTNZ,no
SGN-2-000655,zafuze49@arcline.io,20-05-2024,starter,I7A1LNEY,yes
SGN-2-000656,namini77@eastwind.co,02-09-2025,growth,ZZPNL6AX,yes
,vufisi82@arcline.io,02-08-2024,growth,5MM58WPV,no
SGN-2-000658,ribeda20@eastwind.co,11-10-2024,starter,DXSEDVW7,yes
SGN-2-000659,mekoba33@brightmail.dev,22-03-2025,starter,,no
SGN-2-000660,cocita12@corvus.org,11-04-2024,scale,,no
SGN-2-000661,tipibo99@eastwind.co,06-12-2024,growth,,yes
SGN-2-000662,mesero32@corvus.org,23-02-2024,starter,,yes
SGN-2-000663,leruki88@corvus.org,21-03-2024,growth,,no
SGN-2-000664,nogosa50@delta-post.net,04-04-2025,growth,JXCPFW4Y,no
SGN-2-000665,gacibi37@corvus.org,10-03-2024,growth,,no
SGN-2-000666,zosile93@brightmail.dev,18-02-2024,growth,J5M6JG7G,no
SGN-2-000667,padufa41@eastwind.co,14-09-2024,starter,,no
SGN-2-000668,lubesa91@corvus.org,25-12-2024,growth,,no
SGN-2-000669,kakovi77@brightmail.dev,13-10-2025,starter,,no
SGN-2-000670,rotefa55@arcline.io,26-08-2024,growth,,yes
SGN-2-000671,sasilu77@arcline.io,01-10-2024,growth,6UQ1PM93,no
SGN-2-000672,tupasa68@eastwind.co,26-03-2025,growth,APGJWAGY,no
SGN-2-000673,desada46@corvus.org,03-06-2025,growth,,yes
SGN-2-000674,gemafu86@arcline.io,04-02-2024,growth,,yes
SGN-2-000675,febuzi75@eastwind.co,,starter,QLC39Z82,no
SGN-2-000676,vokagi84@arcline.io,25-04-2025,scale,,no
SGN-2-000677,poligo37@delta-post.net,01-12-2024,scale,,no
SGN-2-000678,dadulu71@brightmail.dev,26-10-2024,scale,,no
SGN-2-000679,badono32@arcline.io,07-11-2024,scale,IQA0XLR5,yes
SGN-2-000680,kometo10@delta-post.net,15-03-2024,scale,,yes
SGN-2-000681,cenuto93@brightmail.dev,20-06-2024,scale,,no
SGN-2-000682,mugege95@arcline.io,08-04-2024,growth,,yes
SGN-2-000683,filobe24@corvus.org,19-12-2024,starter,,yes
SGN-2-000684,lapogu20@delta-post.net,20-12-2025,growth,ZUQWD6F6,no
SGN-2-000685,pubace59@corvus.org,04-05-2024,growth,,no
SGN-2-000686,naseso55@eastwind.co,21-02-2025,growth,,yes
SGN-2-000687,nunemo10@delta-post.net,10-04-2024,scale,UORZUALD,no
SGN-2-000688,vudume18@eastwind.co,01-07-2025,scale,0F6IVUZD,no
SGN-2-000689,vucava73@eastwind.co,17-05-2024,scale,,yes
SGN-2-000690,lusogu44@corvus.org,02-05-2024,starter,OK2DUBKA,yes
SGN-2-000691,sokifa27@delta-post.net,15-12-2025,scale,,yes
SGN-2-000692,rekipa49@arcline.io,04-07-2024,growth,TKAJLBZ4,no
SGN-2-000693,sosode13@corvus.org,27-07-2025,scale,LVM8SYDA,yes
SGN-2-000694,pinoce81@delta-post.net,01-05-2025,starter,,no
SGN-2-000695,zotovu15@arcline.io,04-09-2024,scale,,no
SGN-2-000696,nulazo73@brightmail.dev,09-04-2024,scale,,yes
SGN-2-000697,cikuta31@arcline.io,24-08-2024,scale,JFSJ69QA,yes
SGN-2-000698,lomafi13@delta-post.net,11-11-2025,growth,BAHZ7072,no
SGN-2-000699,madusu96@brightmail.dev,07-10-2025,starter,WORGZRCM,no
SGN-2-000700,mebado12@intranet,19-05-2024,scale,T9L3NM2L,yes
SGN-2-000701,rudeke27@eastwind.co,15-06-2024,scale,,yes
SGN-2-000702,nekifo60@brightmail.dev,18-10-2025,growth,WTZHCKBR,no
SGN-2-000703,kafika94@eastwind.co,09-01-2024,scale,0VU8370N,yes
SGN-2-000704,cofeme87@eastwind.co,04-01-2025,growth,KZM56L4X,yes
SGN-2-000705,banano27@@arcline.io,06-03-2024,starter,,yes
SGN-2-000706,kakagi13@delta-post.net,12-02-2024,scale,,no
SGN-2-000707,cozogo39@eastwind.co,06-07-2025,starter,,no
SGN-2-000708,lanafo17@corvus.org,07-09-2025,growth,EGIHMWV7,no
SGN-2-000709,cunopi74@brightmail.dev,11-11-2025,growth,,yes
SGN-2-000710,cabozo82@delta-post.net,08-01-2024,growth,AB0MEYK0,no
SGN-2-000711,cadipi56@delta-post.net,19-09-2025,starter,,yes
SGN-2-000712,mecoca46@delta-post.net,09-10-2025,scale,S6ZMVHKA,no
SGN-2-000713,saraka69@eastwind.co,24-04-2025,starter,DF7GBYSO,no
SGN-2-000714,zizefa67@eastwind.co,21-10-2025,growth,,yes
SGN-2-000715,tolici95@brightmail.dev,10-01-2024,starter,F3A28JAB,no
SGN-2-000716,cafuci86@corvus.org,07-07-2025,starter,,no
SGN-2-000717,folefo13@eastwind.co,01-05-2025,scale,PXM3IPD0,no
SGN-2-000718,barosi17@corvus.org,25-10-2024,growth,LW5L0LYY,yes
